"key","title","year","journal","authors","language","abstract","doi","keywords","reviewer","status"
"rayyan-353830833","Diffusive patterns in a predator-prey system with fear and hunting cooperation",2022,"EUROPEAN PHYSICAL JOURNAL PLUS","Sasmal, SK and Anshu and Dubey, B","English","Cooperation among species is a ubiquitous behavior to better understand the system dynamics from an ecological perspective. Hunting cooperation among predators can impose fear effects on the prey population, thereby decreasing the prey's birth rate. Considering this fact, we propose a model that incorporates hunting cooperation among predators and the fear-induced birth reduction in the prey population. We have done the complete dynamical analysis, including boundedness of solutions, persistence of the system, existence of all equilibria and their local and global stability, existence of Hopf bifurcation and its direction and stability, and existence of saddle-node bifurcation. We analyze Hopf bifurcation with respect to the hunting cooperation parameter and saddle-node bifurcation by varying the predation rate. Moreover, we analyze the multi-stability of the system and observe that bi-stability occurs in two different scenarios. In the spatially extended system, we provide a detailed stability analysis and obtain the conditions for Turing instability. Various Turing patterns such as spots, holes, and stripes are obtained and discussed the biological significance of these patterns for the two-dimensional spatial model. We performed numerical simulations to validate our analytical results for both spatial and non-spatial models.","10.1140/epjp/s13360-022-02497-x     WE  - Science Citation Index Expanded (SCI-EXPANDED)","FORAGING FACILITATION;PLANKTON;MODEL;SIZE;FOOD;Prednisolone","Shawn","Included"
"rayyan-353830836","Behavioral games involving a clever prey avoiding a clever predator: An individual-based model of dusky dolphins and killer whales",2010,"ECOLOGICAL MODELLING","Srinivasan, M and Grant, WE and Swannack, TM and Rajan, J","English","Faced with an intermittent but potent threat, animals exhibit behavior that allows them to balance foraging needs and avoid predators and over time, these behaviors can become hard-wired adaptations with both species trying to maximize their own fitness. In systems where both predator and prey share similar sensory modalities and cognitive abilities, such as with marine mammals, the dynamic nature of predator-prey interactions is poorly understood. The costs and benefits of these anti-predator adaptations need to be evaluated and quantified based on the dynamic engagement of predator and prey. Many theoretic models have addressed the complexity of predator-prey relationships, but few have translated into testable mechanistic models. In this study, we developed a spatially-explicit, geo-referenced, individual-based model of a prototypical adult dusky dolphin off Kaikoura, New Zealand facing a more powerful, yet infrequent predator, the killer whale. We were interested in two primary objectives, (1) to capture the varying behavioral game between a clever prey and clever predator based on our current understanding of the Kaikoura system, (2) to compare evolutionary costs vs. benefits (foraging time and number of predator encounters) for an adult non-maternal dusky dolphin at various levels of killer whale-avoidance behaviors and no avoidance rules. We conducted Monte Carlo simulations to address model performance and parametric uncertainty. Mantel tests revealed an 88% correlation (426 x 426 distance matrix, km(2)) between observed field sightings of dusky dolphins with model generated sightings for non-maternal adult dusky dolphin groups. Simulation results indicated that dusky dolphins incur a 2.7% loss in feeding time by evolving the anti-predator behavior of moving to and from the feeding grounds. Further, each evolutionary strategy we explored resulted in dolphins incurring an additional loss of foraging time. At low killer whale densities (appearing less than once every 3 days), each evolutionary strategy simulated converged towards the evolutionary cost of foraging, that is, the loss in foraging time approached the 2.7% loss experienced by evolving near shore-offshore movement behavior. However, the highest level of killer whale presence resulted in 38% decreases in foraging time. The biological significance of these losses potentially incurred by a dusky dolphin is dependent on various factors from dolphin group foraging behavior and individual energy needs to dolphin prey availability and behavior. (C) 2010 Elsevier B.V. All rights reserved.","10.1016/j.ecolmodel.2010.07.010     WE  - Science Citation Index Expanded (SCI-EXPANDED)","Indirect predation risk;Foraging costs;Predator-prey interactions;Spatially-explicit individual-based model;Killer whales;Dusky dolphins;YELLOWSTONE-NATIONAL-PARK;ORCINUS-ORCA;LAGENORHYNCHUS-OBSCURUS;DECISION-MAKING;NEW-ZEALAND;ANTIPREDATOR BEHAVIOR;TEMPORAL VARIATION;HABITAT SELECTION;MARINE MAMMALS;WAITING GAME;Prednisolone","Shawn","Maybe"
"rayyan-353830839","Complexity to order: impact of antipedator behaviour on chaotic and non-chaotic intraguild predation model",2022,"JOURNAL OF APPLIED MATHEMATICS AND COMPUTING","Maurya, A and Priyadarshi, A","English","Food-webs consisting of three or more species exhibit very complex dynamics in ecosystems which mainly depend on the various traits of prey and predator. In presence of predator, prey adopted optimal strategies to avoid predation and to increase their survival. The antipedator behaviour exhibited by prey against predator's fear; have potential to change the qualitative dynamics of food web systems. In the present study, we demonstrate the impacts of simultaneous fears exerted by two predators bidirectionally in a simple tri-trophic intraguild-predation (IGP) food-web model when IGP has point stability and chaotic dynamical states in absence of fear. The antipredator behaviour exhibited by prey against the fear of predators lead chaotic system into point stability and enhances coexistence. We carried out general mathematical phenomenon such as equilibrium analysis, stability and persistence. We also verified the stability by Routh Hurwitz criteria. By one and two parameter bifurcation diagram, we concluded that fear enhances stability. Our numerical simulations reveal that fear of mesopredator stabilize the system while top predator fear has dampening ability of chaos.","10.1007/s12190-021-01541-w     WE  - Science Citation Index Expanded (SCI-EXPANDED)","Prey traits;Antipredator behaviour in intraguild predation;Chaotic dampening through antipredator behaviour;Antipredator behaviour enhances biodiversity;Fear response;Prednisolone","Shawn","Included"
"rayyan-353830847","Self-diffusion-driven pattern formation in prey-predator system with complex habitat under fear effect",2020,"EUROPEAN PHYSICAL JOURNAL PLUS","Jana, D and Batabyal, S and Lakshmanan, M","English","In the present work, we explore the influence of habitat complexity on the activities of prey and predator of a spatio-temporal system by incorporating self-diffusion. First, we modify the Rosenzweig-MacArthur predator-prey model by incorporating the effects of habitat complexity on the carrying capacity and fear effect of prey and predator functional response. We establish conditions for the existence and stability of all feasible equilibrium points of the non-spatial model, and later we prove the existence of Hopf and transcritical bifurcations in different parametric phase-planes analytically and numerically. The stability of the spatial system is studied, and we discuss the conditions for Turing instability. Selecting suitable control parameter from the Turing space, the existence conditions for stable patterns are derived using the amplitude equations. Results obtained from theoretical analysis of the amplitude equations are justified by numerical simulation results near the critical parameter value. Further, from numerical simulation, we illustrate the effect of diffusion of the dynamical system in the spatial domain by different pattern formations. Thus, our model clearly shows that the fear effect of prey and predator's functional response makes an anti-predator behaviour including habitat complexity which helps the prey to survive in the spatio-temporal domain through diffusive process.","10.1140/epjp/s13360-020-00897-5     WE  - Science Citation Index Expanded (SCI-EXPANDED)","DENSITY-DEPENDENT MORTALITY;STABILITY ANALYSIS;CARRYING-CAPACITY;HOPF-BIFURCATION;TURING PATTERNS;MODEL;DYNAMICS;REFUGES;RISK;Prednisolone","Shawn","Included"
"rayyan-353830849","Modelling the sequential behaviours of simultaneous predator and prey patch use",2021,"ANIMAL BEHAVIOUR","Cain, PW and Mitchell, WA","English","Models investigating predator-prey games often fix one player's behaviour while allowing the other to make patch use choices. Here, we use adaptive dynamics to model changes in behavioural rates of a predator and prey, while explicitly allowing both to make decisions simultaneously. Our model focuses on a two-patch situation. The prey can move between an open patch, allowing for energy intake but also predation risk, and a refuge with no possibility of energy intake or predation risk. The predator can move between that patch, where it can attack prey, and an alternative patch that provides a fixed rate of energy intake, and consequently imposes a missed opportunity cost (MOC) of using the focal patch. The model predicts how the rates of movement by the players are influenced by specific parameters, including the predator's lethality and MOC, as well as the information available to the players. For example, our model predicts that the time a prey takes to emerge from its refuge and the time a predator waits for the prey to emerge depend on the sequence of events leading to the prey entering the refuge. For instance, the predator would leave the patch more quickly and the prey would emerge from the refuge more quickly if the prey entered the refuge after a failed attack rather than as part of its time allocation. (c) 2021 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.","10.1016/j.anbehav.2021.04.016     WE  - Science Citation Index Expanded (SCI-EXPANDED)","adaptive dynamics;battle of waits;evolution;game theory;patch use;predator-prey;DECISION-MAKING;WAITING GAME;FORAGING GAME;SHELL GAMES;RISK;ENVIRONMENT;ATTRITION;MOVEMENT;DYNAMICS;ECOLOGY;Prednisolone","Shawn","Included"
"rayyan-353830852","Bifurcation analysis and chaos control of a discrete-time prey-predator model with fear factor",2022,"MATHEMATICAL BIOSCIENCES AND ENGINEERING","Lei, CY and Han, XL and Wang, WM","English","In this paper, we investigate the complex dynamics of a classical discrete-time prey-predator system with the cost of anti-predator behaviors. We first give the existence and stability of fixed points of this system. And by using the central manifold theorem and bifurcation theory, we prove that the system will experience flip bifurcation and Neimark-Sacker bifurcation at the equilibrium points. Furthermore, we illustrate the bifurcation phenomenon and chaos characteristics via numerical simulations. The results may enrich the dynamics of the prey-predator systems.","10.3934/mbe.2022313     WE  - Science Citation Index Expanded (SCI-EXPANDED)","flip bifurcation;Neimark-Sacker bifurcation;stability analysis;fear factor;chaos;Prednisolone","Shawn","Included"
"rayyan-353830853","Stability and Hopf Bifurcation in a Predator-Prey Model with the Cost of Anti-Predator Behaviors",2019,"INTERNATIONAL JOURNAL OF BIFURCATION AND CHAOS","Qiao, T and Cai, YL and Fu, SM and Wang, WM","English","In this paper, we investigate the influence of anti-predator behavior in prey due to the fear of predators with a Beddington-DeAngelis prey-predator model analytically and numerically. We give the existence and stability of equilibria of the model, and provide the existence of Hopf bifurcation. In addition, we investigate the influence of the fear effect on the population dynamics of the model and find that the fear effect can not only reduce the population density of both predator and prey, but also prevent the occurrence of limit cycle oscillation and increase the stability of the system.","10.1142/S0218127419501852     WE  - Science Citation Index Expanded (SCI-EXPANDED)","Beddington-DeAngelis functional response;fear factor;stability;Hopf bifurcation;EPIDEMIC MODEL;TRANSMISSION DYNAMICS;RISK;PATTERNS;Prednisolone","Shawn","Included"
"rayyan-353830855","Assessing predation risk: optimal behaviour and rules of thumb",2003,"THEORETICAL POPULATION BIOLOGY","Welton, NJ and McNamara, JM and Houston, AI","English","We look at a simple model in which an animal makes behavioural decisions over time in an environment in which all parameters are known to the animal except predation risk. In the model there is a trade-off between gaining information about predation risk and anti-predator behaviour. All predator attacks lead to death for the prey, so that the prey learns about predation risk by virtue of the fact that it is still alive. We show that it is not usually optimal to behave as if the current unbiased estimate of the predation risk is its true value. We consider two different ways to model reproduction; in the first scenario the animal reproduces throughout its life until it dies, and in the second scenario expected reproductive success depends on the level of energy reserves the animal has gained by some point in time. For both of these scenarios we find results on the form of the optimal strategy and give numerical examples which compare optimal behaviour with behaviour under simple rules of thumb. The numerical examples suggest that the value of the optimal strategy over the rules of thumb is greatest when there is little current information about predation risk, learning is not too costly in terms of predation, and it is energetically advantageous to learn about predation. We find that for the model and parameters investigated, a very simple rule of thumb such as 'use the best constant control' performs well. (C) 2003 Elsevier Inc. All rights reserved.","10.1016/S0040-5809(03)00097-2     WE  - Science Citation Index Expanded (SCI-EXPANDED)","predation risk;imperfect information;information-predation trade-off;rules of thumb;Bayesian;CHEMICAL CUES;INFORMATION;FORAGERS;SUNFISH;ENERGY;MODELS;SNAKES;BIRDS;FOOD;Thumb;Prednisolone","Shawn","Included"
"rayyan-353830861","A phytoplankton-zooplankton-fish model with chaos control: In the presence of fear effect and an additional food",2022,"CHAOS","Sajan, SK and Sasmal, SK and Dubey, B","English","The interplay of phytoplankton, zooplankton, and fish is one of the most important aspects of the aquatic environment. In this paper, we propose to explore the dynamics of a phytoplankton-zooplankton-fish system, with fear-induced birth rate reduction in the middle predator by the top predator and an additional food source for the top predator fish. Phytoplankton-zooplankton and zooplankton-fish interactions are handled using Holling type IV and II responses, respectively. First, we prove the well-posedness of the system, followed by results related to the existence of possible equilibrium points. Conditions under which a different number of interior equilibria exist are also derived here. We also show this existence numerically by varying the intrinsic growth rate of phytoplankton species, which demonstrates the model's vibrant nature from a mathematical point of view. Furthermore, we performed the local and global stability analysis around the above equilibrium points, and the transversality conditions for the occurrence of Hopf bifurcations and transcritical bifurcations are established. We observe numerically that for low levels of fear, the system behaves chaotically, and as we increase the fear parameter, the solution approaches a stable equilibrium by the route of period-halving. The chaotic behavior of the system at low levels of fear can also be controlled by increasing the quality of additional food. To corroborate our findings, we constructed several phase portraits, time-series graphs, and one- and two-parametric bifurcation diagrams. The computation of the largest Lyapunov exponent and a sketch of Poincare maps verify the chaotic character of the proposed system. On varying the parametric values, the system exhibits phenomena like multistability and the enrichment paradox, which are the basic qualities of non-linear models. Thus, the current study can also help ecologists to estimate the parameters to study and obtain such important findings related to non-linear PZF systems. Therefore, from a biological and mathematical perspective, the analysis and the corresponding results of this article appear to be rich and interesting.","10.1063/5.0069474     WE  - Science Citation Index Expanded (SCI-EXPANDED)","PREDATOR-PREY SYSTEM;DYNAMICS;RISK;COMPETITION;STABILITY;IMPACT;Food Additives;Phytoplankton","Shawn","Included"
"rayyan-353830865","<p>Impact of fear effect and prey refuge on a fractional order prey-predator system with Beddington-DeAngelis functional response</p>",2022,"CHAOS","Zhang, N and Kao, YG and Xie, BF","English","In this article, a fractional-order prey-predator system with Beddington-DeAngelis functional response incorporating two significant factors, namely, dread of predators and prey shelter are proposed and studied. Because the life cycle of prey species is memory, the fractional calculus equation is considered to study the dynamic behavior of the proposed system. The sufficient conditions to ensure the existence and uniqueness of the system solution are found, and the legitimacy and well posedness in the biological sense of the system solution, such as nonnegativity and boundedness, are proved. The stability of all equilibrium points of the system is analyzed by an eigenvalue analysis method, and it is proved that the system generates Hopf bifurcation nearby the coexistence equilibrium with regard to three parameters: the fear coefficient k, the rate of prey shelters p, and the order of fractional derivative q. Compared with the integer derivative, the system dynamics in the situation of fractional derivative is more stable. We observe an interesting phenomenon through the simulation: with the increase in the level of the fear effect, the stability of the positive equilibrium point changes from stable to unstable and then to stable. At this time, there are two Hopf branches nearby the positive equilibrium point with respect to the fear coefficient k, and the system can be in a stable state at very low or high level of the fear effect. In addition, when the order of the fractional differential equation of the system decreases continuously, the stability of the system will change from unstable to stable, especially in the case of low-level fear caused by predators and low rate of prey shelters. Therefore, our findings support the view that the strong memory can promote the stable coexistence of two species in the prey-predator system, while fading memory of species will worsen the stable coexistence of two species in the proposed system.& nbsp;& nbsp;Published under an exclusive license by AIP Publishing.","10.1063/5.0082733     WE  - Science Citation Index Expanded (SCI-EXPANDED)","MUTUAL INTERFERENCE;GLOBAL EXISTENCE;MODEL;DYNAMICS;BIFURCATION;STABILITY;BEHAVIOR;DENSITY;IMPACT;FOOD;Prednisolone;Fear","Shawn","Included"
"rayyan-353830869","Population dynamic consequences of fearful prey in a spatiotemporal predator-prey system",2019,"MATHEMATICAL BIOSCIENCES AND ENGINEERING","Upadhyay, RK and Mishra, S","English","Fear can influence the overall population size of an ecosystem and an important drive for change in nature. It evokes a vast array of responses spanning the physiology, morphology, ontogeny and the behavior of scared organisms. To explore the effect of fear and its dynamic consequences, we have formulated a predator-prey model with the cost of fear in prey reproduction term. Spatial movement of species in one and two dimensions have been considered for the better understanding of the model system dynamics. Stability analysis, Hopf-bifurcation, direction and stability of bifurcating periodic solutions have been studied. Conditions for Turing pattern formation have been established through diffusion-driven instability. The existence of both supercritical and subcritical Hopf-bifurcations have been investigated by numerical simulations. Various Turing patterns are presented and found that the change in the level of fear and diffusion coefficients alter these structures significantly. Holes and holes-stripes mixed type of ecologically realistic patterns are observed for small values of fear and relative increase in the level of fear may reduce the overall population size.","10.3934/mbe.2019017     WE  - Science Citation Index Expanded (SCI-EXPANDED)","predator-prey interactions;fear effect;anti-predator response;stability;Hopf-bifurcation;pattern formation;TROPHIC CASCADE;RISK;GROWTH;BEHAVIOR;STABILITY;PATTERNS;ECOLOGY;COST;SIZE;Prednisolone","Shawn","Included"
"rayyan-353830871","Impact of Fear and Habitat Complexity in a Predator-Prey System with Two Different Shaped Functional Responses: A Comparative Study",2021,"DISCRETE DYNAMICS IN NATURE AND SOCIETY","Sahoo, D and Samanta, G and De la Sen, M","English","Habitat complexity or the structural complexity of habitat reduces the available space for interacting species, and subsequently, the encounter rate between the prey and predator is decreased significantly. Different experimental shreds of evidence validate that the presence of the predator strongly affects the physiological behaviour of prey individuals and dramatically reduces their reproduction rate. In this study, we investigate the interplay between the level of fear and the degree of habitat complexity in a predator-prey model with two different shaped functional responses. We, therefore, develop the functional response using the timescale separation method, and the shape of the resulting functional response depends upon the monotonous property of catch rate, g(N) where N is the prey biomass. Whenever g(N) increases strictly, a saturating functional response occurs, but for nonmonotonic g(N), a dome-shaped functional response arises. For saturating case, it has been revealed that both prey and predator biomass may oscillate for lower levels of fear and a lower degree of habitat complexity. To stabilize this oscillatory behaviour to a coexistence state, we have to adequately increase the level of fear or degree of habitat complexity. However, for dome-shaped case, more complicated dynamics are observed. In this case, coexistence steady state, if exists, may be locally asymptotically stable for a lower degree of habitat complexity, but for intermediate values, the system is capable of producing multiple coexistence steady states with a bistable phenomenon between predator-free steady state and a coexistence steady state. Moreover, if the level of fear is sufficiently low, the system may experience a supercritical or/and subcritical Hopf bifurcation. In the dynamics of parametric disturbance for the degree of habitat complexity parameter, dome-shaped functional response predicts that disturbance may trap the system into a nearest attractor (either a large amplitude stable limit cycle or predator-free steady state); this can be overcome only by a larger alteration, or sometimes it is impossible to overcome (hysteresis phenomena), whereas the saturating-shaped functional response predicts a system resilience. For both the functional responses, a higher degree of habitat complexity always increases the extinction possibility of the predator, and no level of fear can compensate this biodiversity loss.","10.1155/2021/6427864     WE  - Science Citation Index Expanded (SCI-EXPANDED)","STRUCTURAL SENSITIVITY;SPECIES-DIVERSITY;MODEL;Prednisolone","Shawn","Included"
"rayyan-353830876","Measuring the population-level consequences of predator-induced prey movement",2008,"EVOLUTIONARY ECOLOGY RESEARCH","Abrams, PA","English","Questions: (1) What impact does adaptive movement away from areas of high predation risk have on the dynamics of a prey species and its resource? (2) What can experiments that introduce or remove predator cues tell us about the answer to question (1)?        Mathematical methods: These questions are addressed using a two-patch meta-community model in which predators and/or their cues are incorporated into a system consisting of a prey species and its resource. Predators and/or cues may be introduced to one or both patches.        Key assumptions: Prey species move adaptively to maximize their instantaneous rate of increase, but also make some random movement. Predators move randomly or do not move. Resources seldom or never move between patches. Consumer species have saturating functional responses.        Conclusions: (1) Adaptive movement can stabilize or destabilize the dynamics of the tri-trophic system. (2) Monitoring densities in a single patch may give a misleading indication of the global change in densities. (3) Adaptive prey movement in response to predator cues may increase or decrease prey density. (4) Predator introduction may cause an increase or decrease in the size of the prey population. (5) Short-term experiments with local measurements may greatly overestimate the impact of predators on prey and the behavioural component of that impact. (6) The dynamics and interspecific effects in a system with predators and adaptive avoidance by prey cannot in general be deduced from separate experiments with cues alone and with predators in the absence of the cues. (7) Conclusions from recent empirical studies should be reassessed in light of these results.","","functional response;habitat selection;meta-community;non-consumptive effect;predator-prey interaction;trait-mediated indirect interaction;tri-trophic system;DYNAMICS;BEHAVIOR;TRAITS;IMPACT;Prednisolone;Movement","Shawn","Included"
"rayyan-353830888","Diffusion-induced regular and chaotic patterns in a ratio-dependent predator-prey model with fear factor and prey refuge",2021,"CHAOS","Chakraborty, B and Baek, H and Bairagi, N","English","Population distribution of interacting species in a large scale natural system is heterogeneous and subject to change for various reasons. Here, we explore how behavioral modification in prey species due to fear of predator and mutual interference between predators can create different spatiotemporal patterns in population distribution. We show that the fear factor and diffusion in a ratio-dependent predator-prey model may show more complex dynamics than observed earlier. It is shown that when prey diffusivity is low, prey remains concentrated at different patches throughout the domain. However, prey density becomes low at the patches as they disperse at a higher rate. Mixed and stripe patterns are observed during the transition from a hot spot pattern at the lower prey diffusivity to a cold spot pattern at its higher value. Pattern transition is, however, completely opposite if the antipredator behavior is gradually increased. Our simulation results reveal that the spatiotemporal chaotic pattern may also be observed in the Hopf-Turing region of instability provided prey shows a higher level of antipredator behavior. The chaotic pattern of the Hopf-Turing region may be shifted to a spot type pattern of the Turing region depending on the refuge level of the habitat.","10.1063/5.0035130     WE  - Science Citation Index Expanded (SCI-EXPANDED)","Prednisolone","Shawn","Included"
"rayyan-353830889","Time-delayed predator-prey interaction with the benefit of antipredation response in presence of refuge",2021,"ZEITSCHRIFT FUR NATURFORSCHUNG SECTION A-A JOURNAL OF PHYSICAL SCIENCES","Mondal, S and Samanta, G","English","A field experiment on terrestrial vertebrates observes that direct predation on predator-prey interaction can not only affect the population dynamics but the indirect effect of predator's fear (felt by prey) through chemical and/or vocal cues may also reduce the reproduction of prey and change their life history. In this work, we have described a predator-prey model with Holling type II functional response incorporating prey refuge. Irrespective of being considering either a constant number of prey being refuged or a proportion of the prey population being refuged, a different growth rate and different carrying capacity for the prey population in the refuge area are considered. The total prey population is divided into two subclasses: (i) prey x in the refuge area and (ii) prey y in the predatory area. We have taken the migration of the prey population from refuge area to predatory area. Also, we have considered a benefit from the antipredation response of the prey population y in presence of cost of fear. Feasible equilibrium points of the proposed system are derived, and the dynamical behavior of the system around equilibria is investigated. Birth rate of prey in predatory region has been regarded as bifurcation parameter to examine the occurrence of Hopf bifurcation in the neighborhood of the interior equilibrium point. Moreover, the conditions for occurrence of transcritical bifurcations have been determined. Further, we have incorporated discrete-type gestational delay on the system to make it more realistic. The dynamical behavior of the delayed system is analyzed. Finally, some numerical simulations are given to verify the analytical results.","10.1515/zna-2020-0195     WE  - Science Citation Index Expanded (SCI-EXPANDED)","antipredation response;fear effect;global stability;local bifurcations;prey refuge;time delay;RISK;FEAR;Prednisolone","Shawn","Included"
"rayyan-353830893","Strategies for the existence of spatial patterns in predator-prey communities generated by cross-diffusion",2020,"NONLINEAR ANALYSIS-REAL WORLD APPLICATIONS","Mishra, S and Upadhyay, RK","English","Fear of predators is an important drive for predator-prey interactions, which increases survival probability but cost the overall population size of the prey. In this paper, we have extended our previous work spatiotemporal dynamics of predator-prey interactions with fear effect by introducing the cross-diffusion. The conditions for cross-diffusion-driven instability are obtained using the linear stability analysis. The standard multiple scale analysis is used to derive the amplitude equations for the excited modes near Turing bifurcation threshold by taking the cross-diffusion coefficient as a bifurcation parameter. From the stability analysis of amplitude equations, the conditions for the emergence of various ecologically realistic Turing patterns such as spot, stripe, and mixture of spots and stripes are identified. Analytical results are verified with the help of numerical simulations. Turing bifurcation diagrams are plotted taking diffusion coefficients as control parameters. The effect of the cross-diffusion coefficients on the homogeneous steady state and pattern structures of the self-diffusive model is illustrated using the simulation techniques. It is also observed that the level of fear has stabilizing effect on the cross-diffusion induced instability and spot patterns change to stripe, then a mixture of spots and stripes and finally to the labyrinthine type of patterns with an increase in the level of fear. (C) 2019 Elsevier Ltd. All rights reserved.","10.1016/j.nonrwa.2019.103018     WE  - Science Citation Index Expanded (SCI-EXPANDED)","Cross-diffusion;Amplitude equations;Multiple scale analysis;Pattern selection;Predator-prey interactions;Fear effect;MODIFIED LESLIE-GOWER;TEMPORAL VARIATION;HOPF-BIFURCATION;TROPHIC CASCADE;TURING PATTERNS;EPIDEMIC MODEL;RISK;STABILITY;BEHAVIOR;FEAR;Prednisolone","Shawn","Included"
"rayyan-353830898","Modeling the cost of anti-predator strategy in a predator-prey system: The roles of indirect effect",2022,"MATHEMATICAL METHODS IN THE APPLIED SCIENCES","Tripathi, JP and Bugalia, S and Jana, D and Gupta, N and Tiwari, V and Li, J and Sun, GQ","English","The anti-predator decision making may lower down/change the food/energy intake of prey which naturally translate into a decrease in their reproductive output. More importantly, experimental studies also ensure that the predator-induced fear (indirect effect) may alter much behavior of the prey even more strongly than the effect of direct killing via habitat changes, vigilance, foraging, and different physiological changes. Considering this fact, we analyze a delayed predator-prey system incorporating anti-predator defense. The interaction term has been modeled using Beddington-DeAngelis functional response (BDFR). We discuss the local and global stability, permanence, and non-permanence to comprehend the dynamics of the system. By constructing a suitable Lyapunov function, globally asymptotic stability has been established. We also demonstrate that a certain value of delay may cause Hopf-bifurcation and period-doubling route to chaos. It is shown that under certain parametric conditions, the gestation delay-induced oscillations could be prevented. Using Nyquist criterion, the length of delay has been estimated for which the stability continues to hold. Moreover, we find that spatial diffusion affects the critical value of the bifurcation parameter and demonstrate the existence of spatially homogeneous periodic solutions with the change of time delay. In addition, the level of fear also affects the dynamical behaviors of the delayed system with/without diffusion. These results indicate that the gestation delay induces oscillatory coexistence mode of the interaction between predator and its prey, which reveals the driving factors for the co-existence of predator and prey in the form of periodic oscillations in actual ecosystems.","10.1002/mma.8044     WE  - Science Citation Index Expanded (SCI-EXPANDED)","fear effects;gestation delay;Hopf bifurcation;Nyquist criterion;predator-prey interaction model;stability region;MUTUAL INTERFERENCE;POPULATION-GROWTH;DYNAMICS;RISK;ECOLOGY;FEAR;DISEASE;Prednisolone","Shawn","Included"
"rayyan-353830912","The Lotka-Volterra predator-prey model with foraging-predation risk trade-offs",2007,"AMERICAN NATURALIST","Krivan, V","English","This article studies the effects of adaptive changes in predator and/or prey activities on the Lotka-Volterra predator-prey population dynamics. The model assumes the classical foraging predation risk trade-offs: increased activity increases population growth rate, but it also increases mortality rate. The model considers three scenarios: prey only are adaptive, predators only are adaptive, and both species are adaptive. Under all these scenarios, the neutral stability of the classical Lotka-Volterra model is partially lost because the amplitude of maximum oscillation in species numbers is bounded, and the bound is independent of the initial population numbers. Moreover, if both prey and predators behave adaptively, the neutral stability can be completely lost, and a globally stable equilibrium would appear. This is because prey and/or predator switching leads to a piecewise constant prey ( predator) isocline with a vertical ( horizontal) part that limits the amplitude of oscillations in prey and predator numbers, exactly as suggested by Rosenzweig and MacArthur in their seminal work on graphical stability analysis of predator-prey systems. Prey and predator activities in a long-term run are calculated explicitly. This article shows that predictions based on short-term behavioral experiments may not correspond to long-term predictions when population dynamics are considered.","10.1086/522055     WE  - Science Citation Index Expanded (SCI-EXPANDED)","adaptive foraging;antipredator behavior;predator-prey;population dynamics;predator-prey games;trait-mediated interactions;ideal free distribution;IDEAL FREE DISTRIBUTION;HABITAT SELECTION;POPULATION-DYNAMICS;FOOD;TIME;STABILITY;CHOICE;DISTRIBUTIONS;CONSEQUENCES;COMPETITION;Prednisolone","Shawn","Included"
"rayyan-353830922","Hopf bifurcation induced by time delay and influence of Allee effect in a diffusive predator-prey system with herd behavior and prey chemotaxis",2022,"NONLINEAR DYNAMICS","Ma, TT and Meng, XZ and Hayat, T and Hobiny, A","English","We formulate and concern a diffusive delayed predator-prey system with herd behavior and fear effect; an Allee effect term and prey chemotaxis are both considered. We first investigate the stability of the system under the strong Allee effect and weak Allee effect without spatial diffusion or time delay. For the spatiotemporal system, the constant positive steady states and semi-trivial steady states are presented. Then, the dynamic behaviors of the diffusive system are demonstrated in detail, and the conditions of Turing instability caused by prey chemotaxis are explored. In addition, we regard the time delay as a bifurcation parameter to investigate the stability of reaction-diffusion system. The normal form theory and center manifold theorem are applied to derive the properties of Hopf bifurcation of the delayed diffusive system. Finally, series of computer simulations are given to verify the theoretical analysis and show how fear effect affects the stability of system.","10.1007/s11071-022-07401-x     WE  - Science Citation Index Expanded (SCI-EXPANDED)","Delayed diffusive system;Fear effect;Hopf bifurcation;Allee effect;Prey chemotaxis;SPATIOTEMPORAL DYNAMICS;DIFFERENTIAL-EQUATIONS;MODEL;STABILITY;Chemotaxis;Prednisolone","Shawn","Included"
"rayyan-353830936","Dynamics of a Predator-Prey Population in the Presence of Resource Subsidy under the Influence of Nonlinear Prey Refuge and Fear Effect",2021,"COMPLEXITY","Mondal, S and Samanta, GP and Nieto, JJ","English","In this work, our aim is to investigate the impact of a non-Kolmogorov predator-prey-subsidy model incorporating nonlinear prey refuge and the effect of fear with Holling type II functional response. The model arises from the study of a biological system involving arctic foxes (predator), lemmings (prey), and seal carcasses (subsidy). The positivity and asymptotically uniform boundedness of the solutions of the system have been derived. Analytically, we have studied the criteria for the feasibility and stability of different equilibrium points. In addition, we have derived sufficient conditions for the existence of local bifurcations of codimension 1 (transcritical and Hopf bifurcation). It is also observed that there is some time lag between the time of perceiving predator signals through vocal cues and the reduction of prey's birth rate. So, we have analyzed the dynamical behaviour of the delayed predator-prey-subsidy model. Numerical computations have been performed using MATLAB to validate all the analytical findings. Numerically, it has been observed that the predator, prey, and subsidy can always exist at a nonzero subsidy input rate. But, at a high subsidy input rate, the prey population cannot persist and the predator population has a huge growth due to the availability of food sources.","10.1155/2021/9963031     WE  - Science Citation Index Expanded (SCI-EXPANDED)","GENERALIST PREDATOR;ADDITIONAL FOOD;MODEL;IMPACT;Prednisolone","Shawn","Maybe"
