key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-353831682,Food web interactions along seagrass-coral reef boundaries: effects of piscivore reductions on cross-habitat energy exchange,2007,,,MARINE ECOLOGY PROGRESS SERIES,"[""0171-8630"", ""1616-1599     J9  - MAR ECOL PROG SER     JI  - Mar. Ecol.-Prog. Ser.""]",333,,37-50,"Valentine, JF and Heck, KL and Blackmon, D and Goecker, ME and Christian, J and Kroutil, RM and Kirsch, KD and Peterson, BJ and Beck, M and Vanderklift, MA",,English,,"[""Univ S Alabama, Dauphin Island Sea Lab, Dauphin Isl, AL 36528 USA"", ""Univ S Alabama, Dept Marine Sci, Mobile, AL 36688 USA"", ""NOAA, Damage Assessment Ctr, Marathon, FL 33050 USA"", ""Southampton Coll, Marine Sci Div, Southampton, NY 11968 USA"", ""Univ Calif Santa Cruz, Nat Conservancy, Santa Cruz, CA 95060 USA"", ""CSIRO, Floreat, WA USA"", ""Edith Cowan Univ, Ctr Ecosyst Management, Joondalup, WA USA     PU  - INTER-RESEARCH     PI  - OLDENDORF LUHE     PA  - NORDBUNTE 23, D-21385 OLDENDORF LUHE, GERMANY""]","Although early studies qualitatively documented the importance of cross-habitat energy transfers from seagrasses to coral reefs, such exchanges have yet to be quantified. Empirical evidence suggests that grazing by reef-associated herbivores along the coral reef-seagrass interface can be intense (e.g. conspicuous presence of bare-sand 'halos' surrounding coral reefs). This evidence must be interpreted with caution, however, as most of it comes from areas that have experienced sustained, intense overfishing. To quantify the impacts of piscivore removal on cross-habitat energy exchange at the coral reef-seagrass interface, we compared grazing intensity along fished and no-take reefs in the upper and lower Florida Keys. Using visual census techniques and direct measures of seagrass grazing, we documented the impacts of piscivore density on herbivory along the seagrass-coral reef interface. Grazing rates were greater than observed seagrass (Thalassia testudinum) production near reefs in the upper Keys, but less than 48% of production in the lower Keys. Analyses showed that these large differences were not related to regional differences in either herbivore density or species composition. Seagrass biomass was also lower near reefs in the upper Keys, where estimates of grazing were highest. Piscivores were dominated by transient predators (jacks and barracudas) whose densities varied with region and distance from reef, but not with protection from fishing. A nonsignificant negative correlation between great barracuda density and leaf losses from tethered shoots, coupled with the greater abundances of larger grazers near reefs, suggests that predation risk, rather than direct reductions in density, may limit grazers to intense feeding on seagrasses adjacent to reefs in the upper Keys. The large-scale variation in grazing intensity illustrates the need for more detailed quantifications of energy exchanges along the seagrass-coral reef boundary.","Times Cited in Web of Science Core Collection:  41     Total Times Cited:  41     Cited Reference Count:  56 | RAYYAN-INCLUSION: {""Shawn ""=>""Excluded""}",10.3354/meps333037     WE  - Science Citation Index Expanded (SCI-EXPANDED),edge effects;herbivory;overfishing;parrotfish;spatial subsidies;trophic transfer;MARINE RESERVES;FISH ASSEMBLAGES;BARRIER-REEF;FLORIDA;TRAJECTORIES;TERRESTRIAL;CONSUMPTION;RECOVERY;BEHAVIOR;GROUPER;Food;Food Chain,,
rayyan-353831683,Ecological Modeling and Pest Population Management: a Possible and Necessary Connection in a Changing World,2009,11,,NEOTROPICAL ENTOMOLOGY,"[""1519-566X"", ""1678-8052     J9  - NEOTROP ENTOMOL     JI  - Neotrop. Entomol.""]",38,6,699-707,"Lima, EABF and Ferreira, CP and Godoy, WAC",,English,,"[""Univ Estadual Paulista, Inst Biociencias, Depto Bioestatist, BR-18618000 Botucatu, SP, Brazil"", ""Univ Sao Paulo, Escola Super Agr Luiz de Queiroz, Depto Entomol & Acarol, BR-13418900 Piracicaba, SP, Brazil     FU  - Fundacao de Amparo a Pesquisa do Estado de Sao Paulo (FAPESP); CNPq; FAPESP     FX  - EABFL holds a fellowship awarded by the Fundacao de Amparo a Pesquisa do Estado de Sao Paulo (FAPESP). WACG was partially supported by CNPq and FAPESP and CPF is supported by FAPESP. The authors also thank Dr. Janet W Reid for revising the English text.     PU  - ENTOMOLOGICAL SOC BRASIL     PI  - LONDRINA,     PA  - CAIXA POSTAL 481, 86001-970 LONDRINA,, PR, BRAZIL""]","Ecological modeling is an important tool for investigating dynamic behavior patterns in populations, trophic interactions, and behavioral ecology. However, the ecological patterns that reflect population oscillation trends are often not clearly visible without analytical instruments such as ecological models. Thus, ecological modeling plays a fundamental role in describing demographic processes that are important for population dynamics. Ecological models, besides making possible the visualization of ecological patterns, may also reveal patterns of population persistence in many trophic systems, including prey-predator or host-parasitoid relationships, interactions that are commonly present in integrated pest management programs. In this forum, we present the main ecological aspects important for model building and implementation of integrated pest management programs for insects. Particularly, in this study, we analyze the combination between host-parasitoid models and the concept of economic threshold level on a spatio-temporal scale. As a conclusion about the model combination, spatial structure is essential for models of this nature, since its introduction into the system significantly alters the economic threshold-level values.","Times Cited in Web of Science Core Collection:  14     Total Times Cited:  15     Cited Reference Count:  63 | RAYYAN-INCLUSION: {""Shawn ""=>""Excluded""}",10.1590/S1519-566X2009000600001     WE  - Science Citation Index Expanded (SCI-EXPANDED),Theoretical ecology;integrated pest management;mathematical model;HOST-PARASITOID INTERACTIONS;POTENTIAL RISK-ASSESSMENT;NORTH CENTRAL TEXAS;BIOLOGICAL-CONTROL;DENGUE OUTBREAK;CLIMATE-CHANGE;INSECT;DYNAMICS;PERSISTENCE;EXTINCTION,,
rayyan-353831684,Revisiting the Role of Individual Variability in Population Persistence and Stability,2013,8,2,PLOS ONE,1932-6203     J9  - PLOS ONE     JI  - PLoS One,8,8,,"Morozov, A and Pasternak, AF and Arashkevich, EG",,English,,"[""Univ Leicester, Dept Math, Leicester, Leics, England"", ""PP Shirshov Oceanol Inst, Lab Plankton Ecol, Moscow, Russia     FU  - EU [FP7-226248]; RFBR (Russian Federation) [10-04-00386]     FX  - The study was partially supported by EU grant Arctic Tipping Points (FP7-226248) and RFBR grant 10-04-00386 (Russian Federation) to AP. The funding was used to cover the expenses of zooplankton feeding experiments. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.     PU  - PUBLIC LIBRARY SCIENCE     PI  - SAN FRANCISCO     PA  - 1160 BATTERY STREET, STE 100, SAN FRANCISCO, CA 94111 USA""]","Populations often exhibit a pronounced degree of individual variability and this can be important when constructing ecological models. In this paper, we revisit the role of inter-individual variability in population persistence and stability under predation pressure. As a case study, we consider interactions between a structured population of zooplankton grazers and their predators. Unlike previous structured population models, which only consider variability of individuals according to the age or body size, we focus on physiological and behavioural structuring. We first experimentally demonstrate a high degree of variation of individual consumption rates in three dominant species of herbivorous copepods (Calanus finmarchicus, Calanus glacialis, Calanus euxinus) and show that this disparity implies a pronounced variation in the consumption capacities of individuals. Then we construct a parsimonious predator-prey model which takes into account the intra-population variability of prey individuals according to behavioural traits: effectively, each organism has a 'personality' of its own. Our modelling results show that structuring of prey according to their growth rate and vulnerability to predation can dampen predator-prey cycles and enhance persistence of a species, even if the resource stock for prey is unlimited. The main mechanism of efficient top-down regulation is shown to work by letting the prey population become dominated by less vulnerable individuals when predator densities are high, while the trait distribution recovers when the predator densities are low.","Times Cited in Web of Science Core Collection:  83     Total Times Cited:  90     Cited Reference Count:  49 | RAYYAN-INCLUSION: {""Shawn ""=>""Excluded""}",10.1371/journal.pone.0070576     WE  - Science Citation Index Expanded (SCI-EXPANDED),DIEL VERTICAL MIGRATION;VISUAL PREDATION RISK;FUNCTIONAL-RESPONSE;ZOOPLANKTON;BEHAVIOR;PREY;PERSONALITIES;SELECTION;PARADOX;GROWTH,,
rayyan-353831685,Contrasting Winter Moose Nutritional Carrying Capacity Models on a Dynamic Landscape,2019,6,,JOURNAL OF FISH AND WILDLIFE MANAGEMENT,1944-687X     J9  - J FISH WILDL MANAG     JI  - J. Fish Wildl. Manag.,10,1,163-179,"Smythe, SE and Sanchez, DM and Epps, CW",,English,,"[""Oregon State Univ, Dept Fisheries & Wildlife, 104 Nash Hall, Corvallis, OR 97331 USA"", ""Texas Tech Univ, Dept Nat Resources Management, Goddard Hall 004, Lubbock, TX 79409 USA     FU  - Oregon State University;  [11-JV-11261953-069]     FX  - Special thanks to T. Joyce, M. Burcham, C. Westing, E. Cooper, D. Crowley, and seasonal employees who assisted with project development and data collection. R. Mata-Gonzalez, D. Hibbs, and J. Van Sickle assisted with this manuscript. G. Bracher developed Figure 5. S. Smythe was funded by (11-JV-11261953-069), and received logistical support from, the Cordova Ranger District of the U.S. Forest Service and the Alaska Department of Fish and Game, along with partial support from Oregon State University. We are grateful for the constructive and insightful comments and feedback provided by our reviewers and the Associate Editor. We have no conflicts of interest to report for this manuscript.     PU  - U S FISH & WILDLIFE SERVICE     PI  - SHEPHERDSTOWN     PA  - NATL CONSERVATION TRAINING CENTER, CONSERVATION LIBRARY, 698 CONSERVATION WAY, SHEPHERDSTOWN, WV 25443 USA""]","Many models used to estimate nutritional carrying capacity (NCC) for ungulates differ structurally, but the implications of those differences are frequently unclear. We present a comparative analysis of NCC estimates for a large herbivore in a dynamic landscape, using models that differ in structure and scope. We compared three model structures across three estimates of winter ranges under three winter-severity scenarios for an isolated, introduced moose Alces alces population on the Copper River Delta of south-central Alaska. Model estimates of NCC ranged from 205 to 4,592 moose, demonstrating the critical influences of model structure and assumptions when applying NCC. Furthermore, population estimates during recent severe winters suggest that past models underestimated NCC on the Copper River Delta. We conducted a sensitivity analysis of a preferred model and determined that model components with the highest and lowest sensitivity were snow depth and lignin-and tannin-caused reductions in forage nutritional quality, respectively. Our low sensitivity values for lignin and tannin influences on NCC contrast with results in other NCC estimates. Overall, our results reinforce the need for, and will hopefully assist, adaptive management in response to landscape, population, behavioral, and climatic changes on the Copper River Delta, and demonstrate the importance of understanding model assumptions and structure in application of NCC estimates in the management of large herbivores in variable ecosystems.","Times Cited in Web of Science Core Collection:  0     Total Times Cited:  0     Cited Reference Count:  79 | RAYYAN-INCLUSION: {""Shawn ""=>""Excluded""}",10.3996/122017-JFWM-104     WE  - Science Citation Index Expanded (SCI-EXPANDED),Alaska;model structure;moose;nutritional carrying capacity;open-diet selection;winter scenario;COPPER RIVER DELTA;HABITAT SELECTION;PLANT-COMMUNITIES;PREDATION RISK;ALCES-ALCES;ENERGY;BROWSE;HERBIVORE;PROTEIN;DEER,,
rayyan-353831686,Association patterns and shoal fidelity in the three-spined stickleback,2002,12,7,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,"[""0962-8452"", ""1471-2954     J9  - P ROY SOC B-BIOL SCI     JI  - Proc. R. Soc. B-Biol. Sci.""]",269,1508,2451-2455,"Ward, AJW and Botham, MS and Hoare, DJ and James, R and Broom, M and Godin, JGJ and Krause, J",,English,,"[""Univ Leeds, Sch Biol, Leeds LS2 9JT, W Yorkshire, England"", ""Univ Bath, Dept Phys, Bath BA2 7AY, Avon, England"", ""Univ Sussex, Dept Math, Brighton BN1 9RH, E Sussex, England"", ""Mt Allison Univ, Dept Biol, Sackville, NB E0A 3CO, Canada     PU  - ROYAL SOC     PI  - LONDON     PA  - 6-9 CARLTON HOUSE TERRACE, LONDON SW1Y 5AG, ENGLAND""]","We investigated pairwise association patterns and shoal fidelity in free-ranging, individual three-spine sticklebacks (Gasterosteus aculeatus) by capturing entire shoals of sticklebacks and tagging each shoal member with a unique individual mark before releasing the shoal at the point of capture. We recaptured tagged fishes in the study area on five subsequent days, noting their identity, their location and the individuals with which they were associated. Stable partner associations between fishes were observed which might provide the basis for shoal fidelity via social networks. These results suggest the potential for the kinds of inter-individual association patterns assumed by models of predator inspection and 'tit-for-tat' behaviours in free-ranging fishes.","Times Cited in Web of Science Core Collection:  68     Total Times Cited:  68     Cited Reference Count:  33 | RAYYAN-INCLUSION: {""Shawn ""=>""Excluded""}",10.1098/rspb.2002.2169     WE  - Science Citation Index Expanded (SCI-EXPANDED),reciprocal altruism;familiarity;school;PREDATION RISK;3-SPINED STICKLEBACKS;EUROPEAN MINNOW;KIN RECOGNITION;SCHOOL FIDELITY;FISH SHOALS;COOPERATION;EVOLUTION;FAMILIAR;BEHAVIOR,,
rayyan-353831687,Traumatic brain injury and alcohol/substance abuse: A Bayesian meta-analysis comparing the outcomes of people with and without a history of abuse,2017,8,,JOURNAL OF CLINICAL AND EXPERIMENTAL NEUROPSYCHOLOGY,"[""1380-3395"", ""1744-411X     J9  - J CLIN EXP NEUROPSYC     JI  - J. Clin. Exp. Neuropsychol.""]",39,6,547-562,"Unsworth, DJ and Mathias, JL",,English,,"Univ Adelaide, Sch Psychol, Adelaide, SA 5005, Australia     PU  - TAYLOR & FRANCIS INC     PI  - PHILADELPHIA     PA  - 530 WALNUT STREET, STE 850, PHILADELPHIA, PA 19106 USA","Alcohol and substance (drugs and/or alcohol) abuse are major risk factors for traumatic brain injury (TBI); however, it remains unclear whether outcomes differ for those with and without a history of preinjury abuse. A meta-analysis was performed to examine this issue. The PubMed, Embase, and PsycINFO databases were searched for research that compared the neuroradiological, cognitive, or psychological outcomes of adults with and without a documented history of alcohol and/or substance abuse who sustained nonpenetrating TBIs. Data from 22 studies were analyzed using a random-effects model: Hedges's g effect sizes measured the mean difference in outcomes of individuals with/without a history of preinjury abuse, and Bayes factors assessed the probability that the outcomes differed. Patients with a history of alcohol and/or substance abuse had poorer neuroradiological outcomes, including reduced hippocampal (g=-0.82) and gray matter volumes (g=-0.46 to -0.82), and enlarged cerebral ventricles (g=-0.73 to -0.80). There were limited differences in cognitive outcomes: Executive functioning (g=-0.51) and memory (g=-0.39 to -0.43) were moderately affected, but attention and reasoning were not. The findings for fine motor ability, construction, perception, general cognition, and language were inconclusive. Postinjury substance and alcohol use (g=-0.97 to -1.07) and emotional functioning (g=-0.29 to -0.44) were worse in those with a history of alcohol and/or substance abuse (psychological outcomes). This study highlighted the type and extent of post-TBI differences between persons with and without a history of alcohol or substance abuse, many of which may hamper recovery. However, variation in the criteria for premorbid abuse, limited information regarding the history of abuse, and an absence of preinjury baseline data prevented an assessment of whether the differences predated the TBI, occurred as a result of ongoing alcohol/substance abuse, or reflected the cumulative impact of alcohol/substance abuse and TBI.","Times Cited in Web of Science Core Collection:  12     Total Times Cited:  12     Cited Reference Count:  95 | RAYYAN-INCLUSION: {""Shawn ""=>""Excluded""}",10.1080/13803395.2016.1248812     WE  - Science Citation Index Expanded (SCI-EXPANDED)     WE  - Social Science Citation Index (SSCI),Alcohol abuse;Drug abuse;Meta-analysis;Outcomes;Substance abuse;Traumatic brain injury;SUBSTANCE-ABUSE;PSYCHIATRIC-DISORDERS;ALCOHOL-ABUSE;PREVALENCE;INTOXICATION;BEHAVIOR;COCAINE;COMORBIDITY;CONSUMPTION;DEPRESSION;Brain;Brain Injuries;Alcoholics,,
rayyan-353831688,Variation in the boldness of courting sand fiddler crabs (Uca pugilator),2005,1,,ETHOLOGY,"[""0179-1613"", ""1439-0310     J9  - ETHOLOGY     JI  - Ethology""]",111,1,63-76,"Pratt, AE and McLain, DK and Berry, AS",,English,,"Georgia So Univ, Dept Biol, Statesboro, GA 30460 USA     PU  - WILEY     PI  - HOBOKEN     PA  - 111 RIVER ST, HOBOKEN 07030-5774, NJ USA","Individuals can express boldness in their readiness to resume courtship signaling following a perceived threat. The degree of boldness that is selectively favored depends on the magnitude of costs and benefits that may vary across time and space. We examined within- and between-individual variation in the boldness of courting male sand fiddler crabs, Uca pugilator, across an entire breeding season at a South Carolina (USA) salt marsh where courtship is restricted to supratidal embankments. Boldness was assessed by the time to re-emergence and the number of re-emergences of males who were purposely startled into their breeding burrows once every 3 min for a total of five times. The two measures of boldness were significantly positively correlated. Courting males are on average bolder when their density is high and when tidal conditions correspond to peaks in the number of females moving over the embankment surface. Time to re-emergence increases with successive startles although some males consistently re-emerge faster than others. Large males are not bolder than small males. When male density is high, nearest neighbors frequently re-emerge at the same time, suggesting that males cue on the responses of other nearby males, perhaps by assessing substrate vibration. This may reduce the chance of losing a potential mate to a local competitor.","Times Cited in Web of Science Core Collection:  16     Total Times Cited:  17     Cited Reference Count:  51 | RAYYAN-INCLUSION: {""Shawn ""=>""Excluded""}",10.1111/j.1439-0310.2004.01047.x     WE  - Science Citation Index Expanded (SCI-EXPANDED),PREDATION RISK;ADAPTIVE SIGNIFICANCE;MATING-BEHAVIOR;CONSPECIFICS;STICKLEBACK;AGGRESSION;COURTSHIP;DECISION;CHOICE;GAME,,
rayyan-353831689,Evidence of airborne chemoreception in the scorpion Paruroctonus marksi (Scorpiones: Vaejovidae),2018,4,,JOURNAL OF ARACHNOLOGY,"[""0161-8202"", ""1937-2396     J9  - J ARACHNOL     JI  - J. Arachnol.""]",46,1,40-44,"Nisani, Z and Honaker, A and Jenne, V and Loya, F and Moon, H",,English,,"Antelope Valley Coll, Div Math Sci & Engn, Dept Biol & Environm Sci, 3041 West Ave K, Lancaster, CA 93536 USA     FU  - United States Department of Education [P031C110009-13]     FX  - The authors thank Dr. Les Uhazy and Prof. Christos Valiotis for their support of the Antelope Valley College Undergraduate Research Initiative (AVC-URI). We also thank Dr. Arie van der Meijden and Ms. Diana Pedroso for donating some of the collected scorpions. Finally, we are grateful to Drs. Les Uhazy, William Hayes, and Allen Cooper for their constructive comments and Dr. William Kitto with advising on statistical analyses. This project was performed by Arielle Honaker, Victoria Jenne, Felina Loya, and Hoyoung Moon as part of the AVC-URI, and was supported by United States Department of Education grant P031C110009-13.     PU  - AMER ARACHNOLOGICAL SOC     PI  - COLLEGE PARK     PA  - UNIV MARYLAND, DEPT ENTOMOLOGY, 4112 PLANT SCIENCES BLDG, COLLEGE PARK, MD 20742-4454 USA","Chemically induced predator avoidance behaviors exist in many arthropods. In this paper, we examined the behavioral responses of the desert scorpion, Paruroctonus marksi (Haradon, 1984), to airborne chemical cues from a natural predator, the larger scorpion Hadrurus arizonensis (Ewing, 1928). We used a Y-shaped, dual-choice olfactometer to test for avoidance behavior in the presence of a known predator, H. arizonensis. Prior to this study there has been little research done on chemically induced predator avoidance behaviors in scorpions. The results of this study suggest that P. marksi is capable of detecting a predator's airborne cues, though the nature and identity of these cues remain unknown, and it appears that the constellation array of the fixed finger does function in detecting these cues. We also discuss the importance of adaptive predator avoidance behaviors.","Times Cited in Web of Science Core Collection:  7     Total Times Cited:  7     Cited Reference Count:  35 | RAYYAN-INCLUSION: {""Shawn ""=>""Excluded""}",10.1636/JoA-16-092.1     WE  - Science Citation Index Expanded (SCI-EXPANDED),Arachnid;arthropod;kairomone;pheromone;Y-tube olfactometer;PREY-LOCALIZING BEHAVIOR;DESERT SAND SCORPION;PREDATION RISK;MESAENSIS SCORPIONIDA;NOCTURNAL SCORPION;CHEMICAL ECOLOGY;PROSPECTUS;VIBRATIONS;ORIENTATION;ECOSYSTEMS;Scorpions;Scorpion Stings,,
rayyan-353831690,Optimal gut size of small birds and its dependence on environmental and physiological parameters,2018,10,7,JOURNAL OF THEORETICAL BIOLOGY,"[""0022-5193"", ""1095-8541     J9  - J THEOR BIOL     JI  - J. Theor. Biol.""]",454,,357-366,"Ez-zizi, A and McNamara, JM and Malhotra, G and Houston, AI",,English,,"[""Univ Bristol, Sch Math, Bristol BS8 ITW, Avon, England"", ""Univ Bristol, Sch Expt Psychol, Priory Rd, Bristol BS8 1TU, Avon, England"", ""Univ Bristol, Sch Biol Sci, Tyndall Ave, Bristol BS8 1TQ, Avon, England     FU  - European Research Council [250209]; UK Engineering and Physical Sciences Research Council [EP/I032622/1]; EPSRC [EP/I032622/1] Funding Source: UKRI     FX  - The authors declare no conflicting interests. A.I.H. was supported by the European Research Council (Advanced Grant 250209). A.E and G.M were supported by the UK Engineering and Physical Sciences Research Council (Decision Making Project Grant EP/I032622/1). We thank two anonymous referees for their detailed comments on previous versions of this paper.     PU  - ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD     PI  - LONDON     PA  - 24-28 OVAL RD, LONDON NW1 7DX, ENGLAND""]","Most optimal foraging models assume that the foraging behaviour of small birds depends on a single state variable, their energy reserves in the form of stored fat. Here, we include a second state variable-the contents of the bird's gut to investigate how a bird should optimise its gut size to minimise its long-term mortality, depending on the availability of food, the size of meal and the bird's digestive constraints. Our results show that (1) the current level of fat is never less important than gut contents in determining the bird's survival; (2) there exists a unique optimal gut size, which is determined by a trade-off between the energetic gains and costs of maintaining a large digestive system; (3) the optimal gut size increases as the bird's digestive cycle becomes slower, allowing the bird to store undigested food; (4) the critical environmental factor for determining the optimal gut size is the mass of food found in a successful foraging effort (""meal size""). We find that when the environment is harsh, it is optimal for the bird to maintain a gut that is larger than the size of a meal. However, the optimal size of the gut in rich environments exactly matches the meal size (i.e. the mass of food that the optimal gut can carry is exactly the mass of food that can be obtained in a successful foraging attempt). (C) 2018 Published by Elsevier Ltd.","Times Cited in Web of Science Core Collection:  1     Total Times Cited:  1     Cited Reference Count:  39 | RAYYAN-INCLUSION: {""Shawn ""=>""Excluded""}",10.1016/j.jtbi.2018.05.010     WE  - Science Citation Index Expanded (SCI-EXPANDED),Optimal foraging strategy;Predation;Starvation;Energy reserves;Stochastic dynamic programming;FORAGING DECISIONS;ENERGY MANAGEMENT;PREDATION RISK;FAT RESERVES;PATTERNS;OPTIMIZATION;CONSTRAINTS;STARVATION;MODELS;COSTS,,
rayyan-353831691,Africanized honey bee response to differences in reward frequency,1999,,,JOURNAL OF APICULTURAL RESEARCH,"[""0021-8839"", ""2078-6913     J9  - J APICULT RES     JI  - J. Apic. Res.""]",38,3,125-136,"Cakmak, I and Cook, P and Hollis, J and Shah, N and Huntley, D and van Valkenburg, D and Wells, H",,English,,"[""Uludag Univ, Fac Agr, TR-16059 Gorukle, Turkey"", ""Univ Tulsa, Dept Math, Tulsa, OK 74104 USA"", ""Univ Tulsa, Dept Biol, Tulsa, OK 74104 USA"", ""US Embassy, Guatemala City, Guatemala     PU  - TAYLOR & FRANCIS LTD     PI  - ABINGDON     PA  - 2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND""]","Differences in predation pressure and floral resources exist among the endemic ranges of Apis mellifera subspecies. Those environmental differences should select for heterogeneity in forager flower fidelity among honey bee subspecies, particularly when reward frequency differences are associated with competing flower types. We tested that evolutionary model by examining the foraging behaviour of Africanized honey bees (AHB), and by comparing our observations with those recorded for Italian (A. m. ligustica) and Caucasian honey bees (A. m. caucasica). The response of AHB (A. m. scutellata hybrid/introgressant) to reward frequency differences among flower colours was examined using artificial flower patches. Each patch contained blue, white, and yellow flowers. When rewards offered by ail three flower-morphs were identical, some foragers restricted visitation to blue and white flowers, while others showed fidelity to yellow flowers. Bees visiting blue and white flowers did not show a preference for either the blue or white colour morph under those conditions. However, forager behaviour changed when they were presented with different reward frequencies associated with the alternative flower colours. Bees frequenting blue and white flowers favoured blue when it offered a reward more frequently than white, and favoured white when the reverse was true. That behaviour occurred not only when the more frequently rewarding flower colour offered a higher harvest rate, but also when harvest rates obtained from all flower colours were equal. A change in flower colour fidelity involving yellow vs. blue and white flowers was observed only when reward frequency difference was linked to maximizing harvest rate. Those results contrast sharply to reported A. m. ligustica and A. m. caucasica honey bee behaviour: neither Italian nor Caucasian bees respond to reward frequency differences among flower colours, even between blue and white flowers.","Times Cited in Web of Science Core Collection:  8     Total Times Cited:  8     Cited Reference Count:  83 | RAYYAN-INCLUSION: {""Shawn ""=>""Excluded""}",10.1080/00218839.1999.11101003     WE  - Science Citation Index Expanded (SCI-EXPANDED),Apis mellifera scutellata;Africanized honey bees;Apis mellifera ligustica;Apis mellifera caucasica;foraging;reward frequency;foraging constancy;flower colour;PREDATION RISK;APIS-MELLIFERA;BUMBLE BEES;BEHAVIORAL DECISIONS;INDIVIDUAL CONSTANCY;MINIMAL UNCERTAINTY;EUROPEAN HONEYBEES;FORAGING ECOLOGY;COMMON CURRENCY;PREY SELECTION;Reward,,
rayyan-353831692,Eye fluke infection changes diet composition in juvenile European perch (Perca fluviatilis),2021,2,9,SCIENTIFIC REPORTS,2045-2322     J9  - SCI REP-UK     JI  - Sci Rep,11,1,,"Munoz, JCV and Feld, CK and Hilt, S and Manfrin, A and Nachev, M and Koster, D and Jochmann, MA and Schmidt, TC and Sures, B and Zikova, A and Knopf, K",,English,,"[""Leibniz Inst Freshwater Ecol & Inland Fisheries, Muggelseedamm 310, D-12589 Berlin, Germany"", ""Humboldt Univ, Fac Life Sci, Invalidenstr 42, D-10115 Berlin, Germany"", ""Univ Duisburg Essen, Aquat Ecol, Univ Str 5, D-45141 Essen, Germany"", ""Univ Duisburg Essen, Ctr Water & Environm Res, Univ Str 5, D-45141 Essen, Germany"", ""Univ Appl Sci Trier, Environm Campus Birkenfeld,Post Box 1380, D-55761 Birkenfeld, Germany"", ""Univ Koblenz Landau, Inst Environm Sci, Fortstr 7, D-76829 Landau Pfalz, Germany"", ""Univ Duisburg Essen, Instrumental Analyt Chem, Univ Str 5, D-45141 Essen, Germany     FU  - Graduate School IMPact-Vector - Senate Competition Committee of the Leibniz-Association [SAW-2014-SGN-3]     FX  - We are grateful to Amrei Grunder for her support in the lab. Further we would like to thank Mathias Kunow for his help collecting the fish. This research was supported by the Graduate School IMPact-Vector funded by the Senate Competition Committee Grant (SAW-2014-SGN-3) of the Leibniz-Association.     PU  - NATURE PORTFOLIO     PI  - BERLIN     PA  - HEIDELBERGER PLATZ 3, BERLIN, 14197, GERMANY""]","Intraspecific diet specialization, usually driven by resource availability, competition and predation, is common in natural populations. However, the role of parasites on diet specialization of their hosts has rarely been studied. Eye flukes can impair vision ability of their hosts and have been associated with alterations of fish feeding behavior. Here it was assessed whether European perch (Perca fluviatilis) alter their diet composition as a consequence of infection with eye flukes. Young-of-the-year (YOY) perch from temperate Lake Muggelsee (Berlin, Germany) were sampled in two years, eye flukes counted and fish diet was evaluated using both stomach content and stable isotope analyses. Perch diet was dominated by zooplankton and benthic macroinvertebrates. Both methods indicated that with increasing eye fluke infection intensity fish had a more selective diet, feeding mainly on the benthic macroinvertebrate Dikerogammarus villosus, while less intensively infected fish appeared to be generalist feeders showing no preference for any particular prey type. Our results show that infection with eye flukes can indirectly affect interaction of the host with lower trophic levels by altering the diet composition and highlight the underestimated role of parasites in food web studies.","Times Cited in Web of Science Core Collection:  0     Total Times Cited:  0     Cited Reference Count:  118 | RAYYAN-INCLUSION: {""Shawn ""=>""Excluded""}",10.1038/s41598-021-81568-y     WE  - Science Citation Index Expanded (SCI-EXPANDED),ROACH RUTILUS-RUTILUS;STABLE-ISOTOPES;INTRASPECIFIC COMPETITION;3-SPINED STICKLEBACKS;MORPHOLOGICAL VARIATION;DIPLOSTOMUM-SPATHACEUM;FORAGING EFFICIENCY;SHOALING BEHAVIOR;TROPHIC POSITION;PREDATION RISK,,
